Name,ElectionStatus,StatusOfCandidate,SpecificParty,GeneralParty,State,Year,ElectionType,Office,IncumbencyStatus,NumberOfRecords,TotalDollars
"SCEASE, JANE",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 060,OPEN,3,"$10,362"
"KENT, SUSAN",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2012,STANDARD,SENATE DISTRICT 053,CHALLENGER,1,"$10,355"
"LOUREY, ANTHONY L (TONY)",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 008,INCUMBENT,2,"$10,337"
"BROECKER, SHERRY",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 053B,INCUMBENT,1,"$10,334"
"ANDERSON KELLIHER, MARGARET",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2008,STANDARD,HOUSE DISTRICT 060A,INCUMBENT,2,"$10,333"
"HAUSMAN, ALICE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2004,STANDARD,HOUSE DISTRICT 066B,INCUMBENT,2,"$10,319"
"HAUSMAN, ALICE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,HOUSE DISTRICT 066B,INCUMBENT,2,"$10,316"
"ASCH, MARC",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 053B,CHALLENGER,1,"$10,302"
"JAMES, DEBBIE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 042A,CHALLENGER,1,"$10,299"
"PAYMAR, MICHAEL",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,HOUSE DISTRICT 064B,INCUMBENT,1,"$10,286"
"MACKLIN, BILL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 037B,INCUMBENT,1,"$10,284"
"FAWVER, JAY",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,SENATE DISTRICT 002,CHALLENGER,2,"$10,274"
"LESEWSKI, ARLENE J",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,SENATE DISTRICT 021,INCUMBENT,2,"$10,271"
"GARCIA, EDWINA",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 063B,INCUMBENT,1,"$10,261"
"BIERNAT, LEN",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 059A,OPEN,1,"$10,257"
"PIUMBROECK, LARRY",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 042,OPEN,2,"$10,251"
"GIACOMI, ALAN M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 080,OPEN,2,"$10,250"
"MANTHEY, BRIAN",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,WI,1998,STANDARD,SENATE DISTRICT 028,OPEN,1,"$10,234"
"HAMPER, JAMES MICHAEL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,SENATE DISTRICT 019,INCUMBENT,3,"$10,234"
"TRACY, KATHLEEN",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,CT,2018,STANDARD,HOUSE DISTRICT 060,OPEN,1,"$10,232"
"PEPPIN, JOYCE",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2004,STANDARD,HOUSE DISTRICT 032A,CHALLENGER,2,"$10,227"
"ROGOSHESKE, JUDY",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2012,STANDARD,SENATE DISTRICT 033,OPEN,1,"$10,226"
"HANSEN, DAVID N (DAVE)",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,WI,2000,STANDARD,SENATE DISTRICT 030,CHALLENGER,1,"$10,225"
"MISLUK JR, PETER PATRICK",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 044,OPEN,3,"$10,224"
"TOMPKINS, EILEEN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 036A,INCUMBENT,1,"$10,217"
"COMMERS, TIM",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 038A,INCUMBENT,1,"$10,213"
"ROBLING, CLAIRE",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 035,INCUMBENT,2,"$10,211"
"TIBBETTS, ALAN B",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 077,OPEN,6,"$10,203"
"SYKORA, BARB",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2004,STANDARD,HOUSE DISTRICT 033B,INCUMBENT,2,"$10,195"
"HASKELL, ANNE M",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,SENATE DISTRICT 028,INCUMBENT,3,"$10,192"
"SENJEM, DAVID H",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 029,OPEN,2,"$10,185"
"GROHOSKI, NICOLE",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,HOUSE DISTRICT 132,OPEN,3,"$10,174"
"ERHARDT, RON",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,HOUSE DISTRICT 042A,INCUMBENT,1,"$10,170"
"ANDERSON, PAUL T",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2016,STANDARD,SENATE DISTRICT 044,OPEN,1,"$10,164"
"LATZ, RONALD (RON)",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2004,STANDARD,HOUSE DISTRICT 044B,INCUMBENT,2,"$10,157"
"SAXHAUG, TOM",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 003,INCUMBENT,1,"$10,154"
"STANWOOD, ROBERT E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 130,CHALLENGER,1,"$10,153"
"MINAR, STEVE",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 050,OPEN,1,"$10,151"
"GRAMLICH, LORI KATHRYN",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,HOUSE DISTRICT 013,OPEN,4,"$10,150"
"DODGE, JANICE S",PENDING-GENERAL,PENDING,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,HOUSE DISTRICT 097,OPEN,4,"$10,150"
"BROWN, BRAD",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 045B,CHALLENGER,1,"$10,149"
"DEKRUIF, AL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2010,STANDARD,SENATE DISTRICT 025,CHALLENGER,2,"$10,143"
"FREDERICKSON, DENNIS R",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 021,INCUMBENT,2,"$10,143"
"LOVDAHL, TED",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 003,CHALLENGER,2,"$10,141"
"SAMS, DALLAS C",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2000,STANDARD,SENATE DISTRICT 011,INCUMBENT,2,"$10,138"
"CARLSON, LYNDON R",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 046B,INCUMBENT,1,"$10,137"
"POLIQUIN, MARTHA M S",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,HOUSE DISTRICT 056,CHALLENGER,4,"$10,129"
"KHALAR, STEVE",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 007,CHALLENGER,2,"$10,128"
"BAUMANN, ROGER",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,SENATE DISTRICT 022,CHALLENGER,2,"$10,127"
"GREILING, MINDY",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1998,STANDARD,HOUSE DISTRICT 054B,INCUMBENT,1,"$10,121"
"GREENIER, JOSEPH H",PENDING-GENERAL,PENDING,DEMOCRATIC WRITEIN,THIRD-PARTY,ME,2018,STANDARD,SENATE DISTRICT 011,OPEN,1,"$10,116"
"RUSSELL, STEVEN C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,SENATE DISTRICT 016,OPEN,1,"$10,114"
"MCGRANE, GARY T",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,SENATE DISTRICT 017,OPEN,1,"$10,098"
"WOLF, KEN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 041B,INCUMBENT,1,"$10,095"
"SYKORA, BARB",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1998,STANDARD,HOUSE DISTRICT 043B,INCUMBENT,1,"$10,095"
"BOOTH, STEVEN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 002,CHALLENGER,2,"$10,089"
"GLOWA SR, JOHN M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,SENATE DISTRICT 015,OPEN,2,"$10,089"
"JUNGBAUER, MICHAEL J",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 048,OPEN,1,"$10,079"
"BETZOLD, DONALD R",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 051,OPEN,2,"$10,074"
"ABRAMS, RON",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1998,STANDARD,HOUSE DISTRICT 045A,INCUMBENT,1,"$10,054"
"BURT, SANDRA",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 059,CHALLENGER,2,"$10,054"
"MCCOLLUM, BETTY",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 055B,INCUMBENT,1,"$10,053"
"SCHWARTZ, IAN J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,SENATE DISTRICT 007,OPEN,1,"$10,039"
"HAUSMAN, ALICE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2008,STANDARD,HOUSE DISTRICT 066B,INCUMBENT,2,"$10,027"
"HAUSMAN, ALICE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1998,STANDARD,HOUSE DISTRICT 066B,INCUMBENT,1,"$10,027"
"PRICE, LEONARD (LEN)",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 056,OPEN,2,"$10,023"
"RUKAVINA, THOMAS",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 005A,INCUMBENT,1,"$10,012"
"HARRISON, TOM",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,CT,2008,STANDARD,HOUSE DISTRICT 017,OPEN,2,"$10,005"
"KIMBALL, HAL",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,SENATE DISTRICT 018,CHALLENGER,2,"$10,005"
"JASTER, JAMES R",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2000,STANDARD,SENATE DISTRICT 009,OPEN,1,"$10,000"
"WELCH, MATT",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2000,STANDARD,SENATE DISTRICT 009,OPEN,1,"$10,000"
"KNIGHT, KEVIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 040B,INCUMBENT,1,"$10,000"
"TWOMEY, JOANNE T",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,SENATE DISTRICT 032,OPEN,1,"$10,000"
"BAKER, LINDA L",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,SENATE DISTRICT 023,INCUMBENT,1,"$10,000"
"BERRY, TERRY L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,SENATE DISTRICT 014,OPEN,1,"$10,000"
"KOFFMAN, THEODORE S (TED)",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,SENATE DISTRICT 007,OPEN,1,"$9,998"
"BLANCHARD, MAUREEN F",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,SENATE DISTRICT 014,OPEN,1,"$9,996"
"GLYNN, KEVIN J",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2008,STANDARD,HOUSE DISTRICT 124,CHALLENGER,5,"$9,994"
"PICKETT, RICHARD A",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,HOUSE DISTRICT 116,INCUMBENT,10,"$9,984"
"LARSEN, PEG",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1998,STANDARD,HOUSE DISTRICT 056B,INCUMBENT,1,"$9,984"
"MULKERN, RICHARD (RICK)",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 067,CHALLENGER,2,"$9,982"
"SHARP, MIKE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 014,CHALLENGER,1,"$9,980"
"CLAUSEN, GREGORY DAVID (GREG)",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2012,STANDARD,SENATE DISTRICT 057,OPEN,2,"$9,974"
"TROJACK, JOHN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 039,CHALLENGER,3,"$9,954"
"MCGUIRE, MARY JO",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1998,STANDARD,HOUSE DISTRICT 054A,INCUMBENT,1,"$9,950"
"JOHNSON, JEFF",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 015,CHALLENGER,1,"$9,945"
"BAKER, CHRISTINA L",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 117,INCUMBENT,3,"$9,942"
"MATASICH, MATT",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 005,CHALLENGER,2,"$9,934"
"KNIPPEL, KIP",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 057,OPEN,2,"$9,933"
"GREENFIELD, LEE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1998,STANDARD,HOUSE DISTRICT 062A,INCUMBENT,1,"$9,932"
"WIENER, DEANNA",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 038,INCUMBENT,2,"$9,930"
"BLACKFORD, JOEL",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 054,CHALLENGER,2,"$9,928"
"SIEBEN, KATIE",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2012,STANDARD,SENATE DISTRICT 054,INCUMBENT,2,"$9,928"
"WILCOX, VERN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2002,STANDARD,SENATE DISTRICT 063,OPEN,2,"$9,927"
"KRENTZ, JANE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 052,OPEN,2,"$9,922"
"SMITH, STEVE",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2008,STANDARD,HOUSE DISTRICT 033A,INCUMBENT,2,"$9,920"
"DAVNIE, JIM",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2012,STANDARD,HOUSE DISTRICT 063A,INCUMBENT,2,"$9,906"
"MEIKLEJOHN, BENJAMIN J",LOST-GENERAL,LOST,GREEN INDEPENDENT,THIRD-PARTY,ME,2006,STANDARD,HOUSE DISTRICT 120,OPEN,4,"$9,897"
"GREENE, MARION C",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,HOUSE DISTRICT 060A,OPEN,1,"$9,897"
"HOFFMAN, GRETCHEN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2010,STANDARD,SENATE DISTRICT 010,CHALLENGER,1,"$9,889"
"HARMON, ROBERT RYAN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 045,OPEN,8,"$9,888"
"FOLLIARD, BETTY",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 044A,OPEN,1,"$9,885"
"WERTJES, DAVID",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,SENATE DISTRICT 024,CHALLENGER,2,"$9,882"
"HENTGES, BRUCE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 015,OPEN,1,"$9,882"
"TRASK-EATON, EMILY",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 091,OPEN,6,"$9,879"
"HAAS, BILL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 048A,INCUMBENT,1,"$9,879"
"CARPENTER, TIMOTHY W",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,WI,2010,STANDARD,SENATE DISTRICT 003,INCUMBENT,1,"$9,875"
"LINDNER, ARLON",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,HOUSE DISTRICT 033A,INCUMBENT,2,"$9,865"
"WINKLER, RYAN P",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,HOUSE DISTRICT 044B,OPEN,2,"$9,861"
"JESSUP, RANDY",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2016,STANDARD,HOUSE DISTRICT 042A,CHALLENGER,5,"$9,856"
"GROVES, DAVID ROBERT",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 040B,CHALLENGER,1,"$9,848"
"OSMEK, DAVID",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2012,STANDARD,SENATE DISTRICT 033,OPEN,2,"$9,845"
"STERNER, PHILLIP M",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2016,STANDARD,SENATE DISTRICT 056,CHALLENGER,1,"$9,839"
"LEHMAN, JESSE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 045A,CHALLENGER,1,"$9,838"
"DAVNIE, JIM",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2016,STANDARD,HOUSE DISTRICT 063A,INCUMBENT,1,"$9,835"
"GAZELKA, PAUL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2010,STANDARD,SENATE DISTRICT 012,OPEN,2,"$9,827"
"DUSON, JILL C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2018,STANDARD,SENATE DISTRICT 028,OPEN,1,"$9,825"
"SMITH, PAMELA",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 023,CHALLENGER,5,"$9,823"
"MONAHAN, ROSEMARY",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 146,CHALLENGER,5,"$9,819"
"KENNER, LYLE",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,SENATE DISTRICT 001,CHALLENGER,1,"$9,816"
"WORKMAN, TOM",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1998,STANDARD,HOUSE DISTRICT 043A,INCUMBENT,1,"$9,808"
"DUSON, JILL C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,SENATE DISTRICT 028,OPEN,1,"$9,800"
"KRINKIE, PHILIP",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 053A,INCUMBENT,1,"$9,784"
"GOVE, MANLEY C",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,HOUSE DISTRICT 006,OPEN,6,"$9,775"
"STEVENSON, TAYLOR",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 012,OPEN,2,"$9,774"
"FRICKE, JOE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 028,OPEN,2,"$9,771"
"INGLEMAN, JULIE",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2002,STANDARD,SENATE DISTRICT 033,OPEN,2,"$9,768"
"REST, ANN H",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 046A,INCUMBENT,1,"$9,755"
"STUMPF, LEROY",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2000,STANDARD,SENATE DISTRICT 001,INCUMBENT,2,"$9,750"
"KUBLY, GARY W",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,SENATE DISTRICT 020,INCUMBENT,3,"$9,746"
"THISSEN, PAUL C",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,HOUSE DISTRICT 063A,INCUMBENT,3,"$9,744"
"LYONS, PATRICK HILLER",PENDING-GENERAL,PENDING,REPUBLICAN,REPUBLICAN,NM,2018,STANDARD,COMMISSIONER OF PUBLIC LANDS,OPEN,1,"$9,744"
"MURPHY, ERIN P",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,HOUSE DISTRICT 064A,INCUMBENT,2,"$9,739"
"ROPES, SHARON ERICKSON",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 031,INCUMBENT,2,"$9,739"
"FOBBE, LISA A",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,SENATE DISTRICT 016,INCUMBENT,1,"$9,736"
"TENNEY, GEOFFREY",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2004,STANDARD,HOUSE DISTRICT 019A,CHALLENGER,3,"$9,731"
"PEARSON, PAM",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,1996,STANDARD,HOUSE DISTRICT 048A,CHALLENGER,1,"$9,727"
"DAVNIE, JIM",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2010,STANDARD,HOUSE DISTRICT 062A,INCUMBENT,2,"$9,723"
"PELLETIER, GARY L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,SENATE DISTRICT 035,OPEN,2,"$9,721"
"WIENEKE, DARIN",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2000,STANDARD,SENATE DISTRICT 021,CHALLENGER,2,"$9,709"
"HILTY, BILL",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2006,STANDARD,HOUSE DISTRICT 008A,INCUMBENT,2,"$9,707"
"LITTLE, MATT",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2016,STANDARD,SENATE DISTRICT 058,OPEN,1,"$9,704"
"WEAVER, WINDOL C",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 150,INCUMBENT,7,"$9,701"
"MARIN, GEORGE",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,2006,STANDARD,SENATE DISTRICT 027,CHALLENGER,2,"$9,688"
"MCELROY, DAN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 036B,INCUMBENT,1,"$9,684"
"FISCHBACH, MICHELLE",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2010,STANDARD,SENATE DISTRICT 014,INCUMBENT,2,"$9,678"
"GREILING, MINDY",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2004,STANDARD,HOUSE DISTRICT 054A,INCUMBENT,3,"$9,677"
"JACOBSON, CARL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2000,STANDARD,HOUSE DISTRICT 053B,OPEN,1,"$9,671"
"LINDNER, ARLON",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,1998,STANDARD,HOUSE DISTRICT 033A,INCUMBENT,1,"$9,669"
"BEAVERS, ROBERTA B",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 148,CHALLENGER,2,"$9,666"
"HOWE, JOHN STERLING",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,MN,2010,STANDARD,SENATE DISTRICT 028,OPEN,2,"$9,663"
